Date,Category,Description,Dialogue,Place
2017/02/23,下半身露出,「高田馬場駅はどこ」,ズボンのファスナーから下半身を出した状態で、人に後ろから声をかけた。,東京都新宿区高田馬場
2017/02/23,声かけ,「お腹すいた？」「マック行かない？」,遊んでいた女児に声をかけた。,東京都足立区竹の塚
2017/02/23,つきまとい,「うー」,唸り声を出し、男児を走って追いかけた。,兵庫県西宮市甲子園口
2017/02/23,声かけ,「何年生？」,女児に後ろから近づき、声をかけた。,兵庫県神戸市垂水区旭が丘
2017/02/23,声かけ,「ねえ、ねえ、ねえちゃん」,帰宅途中の女性に声をかけた。,愛知県刈谷市築地町
2017/02/22,声かけ,「手伝ってよ、手伝ってよ」,車の中から女児に声をかけた。,東京都清瀬市梅園
2017/02/22,声かけ,「おい、そこの二人」,柵を蹴っていたが、女子生徒に近寄り声をかけた。,兵庫県伊丹市荒牧南
2017/02/22,つきまとい,「○○小？」,男児に声をかけて、追いかけた。,埼玉県所沢市上安松
2017/02/22,声かけ,「スマホの使い方分かる？」,階段踊り場で女児に声をかけた。昨年も数回、この女児に同内容の声かけしている。,沖縄県那覇市安謝
2017/02/22,声かけ,「わっ」,登校途中の女子生徒に声をかけて驚かせた。,静岡県三島市大場
2017/02/22,声かけ,「お母さんが病院で入院している」,女児に声をかけ、車に乗るよう誘った。,静岡県浜松市
2017/02/22,声かけ,「名前と住所を教えて」,歩いていた女子学生に声をかけた。,北海道苫小牧市勇払
2017/02/22,つきまとい,「靴を交換してください」,散歩中の女性につきまとい、声をかけた。,長野県松本市内田
2017/02/22,声かけ,「何食べてるの、何味？」,家族や友人と一緒に登山中の児童に声をかけ、睨んだ。,奈良県王寺町畠田
2017/02/22,つきまとい,「なんで逃げるんや」,下校途中の女児４人に声をかけたが無視されたため、再び声をかけて後をつけた。,大阪府寝屋川市池田本町
2017/02/22,声かけ,「乗って行かない？」,車に乗って女児に声をかけた。,埼玉県本庄市児玉町金屋
2017/02/22,声かけ,「この辺の病院知らない？車に乗ってくれ」,帰宅途中の女児に声をかけた。,新潟県新潟市中央区鳥屋野
2017/02/22,声かけ,「どっか行かない？」,男児に声をかけた。,鳥取県倉吉市*河北地区
2017/02/22,声かけ,「もう遅いから乗って行きなよ」,帰宅途中の児童に声をかけ、手首を掴で車に乗せようとした。,神奈川県中井町井ノ口
2017/02/22,痴漢,「絶対に言うんじゃないよ」,帰宅途中の児童らの体を触り、声をかけた。,神奈川県川崎市高津区久末
2017/02/22,痴漢,「駅はどっちかな？」,下校途中の女児に声をかけ、体を触った。,新潟県新潟市秋葉区下興野町
2017/02/22,声かけ,「〇〇さんって知っている？」,帰宅途中の男児に車の中から声をかけた。,長崎県雲仙市瑞穂町
2017/02/22,声かけ,「どこ行くの？帰るの？近い？」,通行中の女子生徒に声をかけた。,大阪府阪南市尾崎町
2017/02/22,暴言,「お前死ねよ」,通行中の男児に暴言を吐いた。,東京都羽村市羽西
2017/02/22,声かけ,「かわいいね」,下校途中の女子生徒に手招きして声をかけた。,東京都江東区東雲
2017/02/22,声かけ,「友達は何人いるの？携帯電話は持っているの？」,帰宅途中の女子学生に後ろから近づき、声をかけた。,京都府京都市右京区西院
2017/02/22,声かけ,「バイトせぇへん？」,帰宅途中の女子学生に声をかけた。,大阪府東大阪市旭町
2017/02/22,声かけ,「ちょっと待って」,自転車に乗っていた女子生徒に声をかけた。,大阪府大阪市西淀川区姫島
2017/02/22,声かけ,「アルバイトしない？お小遣いあげるよ」,帰宅途中の女児に声をかけた。,大分県大分市向原東
2017/02/21,声かけ,「おじさんと一緒に行く？」,帰宅途中の男児に声をかけた。,東京都目黒区駒場
2017/02/21,声かけ,「一目惚れしました。ラインを交換してほしいんですが」,帰宅途中の女子生徒に声をかけた。,兵庫県三田市狭間が丘
2017/02/21,声かけ,「いやああ、私は変なおばさんです」,下校途中の男児らに声をかけた。,岡山県岡山市北区東島田町
2017/02/21,声かけ,「いいものあげるから来て」,女児３人に声をかけた。,大分県大分市城原
2017/02/21,声かけ,「電車の中で一目ぼれしてしまったので、連絡先を教えてください」,女子生徒に声をかけた。,埼玉県さいたま市緑区東浦和
2017/02/21,声かけ,「どこかへ行こう」,女子生徒に現金を見せ、声をかけた。,大阪府堺市南区晴美台
2017/02/21,声かけ,「ママ病気やから連れて行ったろか」,登校途中の男児に声をかけた。,大阪府和泉市あゆみ野
2017/02/21,声かけ,「おかえり、ハイタッチしよう」,帰宅途中の女児に声をかけた。,大阪府茨木市南安威
2017/02/21,つきまとい,「何歳？どこから来たの？」,女児につきまとい、声をかけた。,埼玉県草加市瀬崎
2017/02/21,下半身露出,「ほら見て」,下半身を出したほか、人に声をかけた。,北海道札幌市手稲区前田１条
2017/02/21,下半身露出,「暑いもんです」,下半身を出したほか、人に声をかけた。,北海道札幌市手稲区前田２条
2017/02/21,声かけ,「下の名前だけ教えてもらっていい？」,下校途中の女子生徒に声をかけ、肩を叩いた。,静岡県長泉町竹原
2017/02/21,声かけ,「ちょっといい、こっち来て」,帰宅途中の女児に声をかけた。,神奈川県横浜市戸塚区小雀町
2017/02/21,声かけ,「今からどこへ行くの」,駅待合所で女子生徒の肩に手を当て、声をかけた。,島根県松江市
2017/02/21,つきまとい,「待って」,帰宅途中の児童に声をかけ、追いかけた。,栃木県栃木市都賀町家中
2017/02/21,声かけ,「君のお母さんがバスで迎えに来るから待っとき」,通行中の男児に後ろから近づき、声をかけた。,兵庫県明石市朝霧南町
2017/02/21,声かけ,「サプリメントどう」「千円でいいよ」,登校途中の男子生徒に声をかけ、腕を掴んだ。,愛知県名古屋市中区新栄
2017/02/21,つきまとい,「ちょっと時間いい？」,車に乗って女子学生にしつこく声をかけたほか、車を降りて卑わいなことを言い、腕を掴んだりした。,奈良県奈良市西大寺東町
2017/02/21,つきまとい,「どこへ行くの？学校じゃないの？」,登校途中の女児に声をかけて腕を掴み、逃げた女児を追いかけた。,宮城県仙台市青葉区栗生
2017/02/21,声かけ,「家どこね？車に乗りなさい」「歯医者まで行くから乗りなさい」,下校途中の女児に車に乗るよう声をかけ、女児が断ると再び声をかけた。,鹿児島県霧島市国分松木町
2017/02/21,声かけ,「そんな大荷物持って家出でもしたの」,女子生徒に声をかけた。,北海道登別市美園町
2017/02/21,不審な言動,「おみやげ」,トラックの助手席から男児に声をかけ、菓子を手渡した。,宮城県大崎市三本木坂本
2017/02/21,つきまとい,「逃げてんじゃねー」,水中メガネのようなものをかけた男性を女子生徒が発見、生徒が小走りで距離をとると、男性は生徒に声をかけて追いかけた。,北海道釧路市若草町
2017/02/21,声かけ,「学生さん、探しよったで」,独り言をいいながら女子生徒に声をかけた。,高知県高知市高須
2017/02/21,声かけ,「君は１年生なのかな？」,女児の頭をポンポンと撫で、声をかけた。,東京都新宿区西早稲田
2017/02/21,声かけ,「見ていかないんだ」,スボンのファスナーを開けた状態で女児に声をかけた。,北海道札幌市東区北２２条東
2017/02/21,声かけ,「こんにちは、元気？」,車の中から女子生徒に声をかけた。,埼玉県熊谷市上中条
2017/02/21,声かけ,「お菓子あげるからついて来て」,児童に声をかけた。,愛知県東海市荒尾町
2017/02/21,暴行,「何、じろじろ見とんじゃ」,下校途中の男児に声をかけ、肩を押した。,兵庫県神戸市垂水区城が山
2017/02/20,声かけ,「また見つけてやるからな」,帰宅途中の男児に声をかけた。,神奈川県葉山町長柄
2017/02/20,声かけ,「元気？」,下校途中の女児に声をかけた。,東京都国立市富士見台
2017/02/20,つきまとい,「何してんの」,小学２年の女児に声をかけ、しばらくのあいだ後をつけた。,大阪府箕面市桜
2017/02/20,声かけ,「○○さんですか？」,帰宅途中の女児らに声をかけた。,広島県広島市安佐南区上安
2017/02/20,声かけ,「一緒においで」,女児に声をかけた。,広島県広島市中区江波西
2017/02/20,つきまとい,「オレが買っちゃる」「メル友になりたい、アドレス教えて」,自動販売機前にいた女子生徒に声をかけ、生徒が逃げると追いかけて再び声をかけた。,福岡県苅田町富久町
2017/02/20,声かけ,「ちょっといい」「キスしていい」,下校途中の女児に声をかけた。,大分県中津市犬丸
2017/02/20,痴漢,「今何時ですか」,女性に声をかけ、体に腕を回したり、髪を触るなどした。,神奈川県横浜市港北区高田東
2017/02/20,つきまとい,「ごめん」「この野郎」,自ら生徒にぶつかり謝罪の言葉を発したが、生徒も謝ると、再び言葉を発して生徒を追いかけた。,東京都東村山市恩多町
2017/02/20,声かけ,「今ひま？」「援交しない？」「ライン交換しない？」「車に乗って道を教えてくれない？」,女子生徒に声をかけた。,新潟県新潟市中央区
2017/02/20,声かけ,「寒くない？乗せてあげようか？」,１６日にかけて児童に声をかけた。,富山県富山市中島
2017/02/20,声かけ,「可愛いね、可愛いね」「おじちゃんと帰るね」,女児に声をかけた。,鹿児島県薩摩川内市宮崎
2017/02/20,声かけ,「家はどこ？何年生？」,遊んでいた女児に声をかけた。,埼玉県久喜市栗橋東
2017/02/20,声かけ,「背が大きいね。」「何年生？」,下校途中の女児らに声をかけた。,長野県佐久市原
